amedas_id,station_id,fuken_id,access
33296,33,1032,1
33326,33,218,1
33336,33,1212,1
33351,33,1168,1
33361,33,1560,1
33371,33,1078,1
33421,33,221,1
33431,33,47584,1
33441,33,1447,1
33461,33,1627,1
33472,33,47585,1
33501,33,1128,1
33526,33,1224,1
33561,33,1118,1
33566,33,226,1
33576,33,227,1
33581,33,228,1
33596,33,1563,1
33611,33,1508,1
33616,33,1033,1
33631,33,229,1
33671,33,231,1
33686,33,1628,1
33711,33,1558,1
33716,33,230,1
33726,33,1113,1
33751,33,233,1
33776,33,235,1
33781,33,236,1
33801,33,1206,1
33831,33,1028,1
33841,33,1045,1
33856,33,1557,1
33871,33,1629,1
33877,33,47512,1
33911,33,238,1
33921,33,239,1
34012,34,1126,1
34026,34,242,1
34056,34,1526,1
34096,34,243,1
34111,34,244,1
34171,34,1029,1
34186,34,246,1
34206,34,1561,1
34216,34,247,1
34231,34,1630,1
34241,34,985,1
34262,34,1365,1
34266,34,248,1
34276,34,249,1
34286,34,1631,1
34292,34,47592,1
34296,34,1626,1
34311,34,251,1
34331,34,1030,1
34361,34,1290,1
34392,34,47590,1
34431,34,1632,1
34436,34,1464,1
34461,34,256,1
34462,34,1564,1
34471,34,257,1
34506,34,1220,1
34526,34,1298,1
35002,35,1291,1
35052,35,47587,1
35061,35,1038,1
35071,35,260,1
35086,35,1465,1
35116,35,262,1
35141,35,263,1
35146,35,264,1
35162,35,47520,1
35171,35,266,1
35176,35,910,1
35201,35,268,1
35216,35,1125,1
35231,35,1039,1
35246,35,1040,1
35256,35,1357,1
35332,35,1539,1
35334,35,1488,1
35361,35,1292,1
35376,35,272,1
35426,35,47588,1
35456,35,275,1
35466,35,1562,1
35486,35,277,1
35511,35,1132,1
35537,35,1372,1
35541,35,278,1
35552,35,279,1
36056,36,1293,1
36066,36,281,1
36081,36,1633,1
36106,36,1282,1
36126,36,47595,1
36151,36,285,1
36176,36,286,1
36196,36,1116,1
36221,36,1130,1
36231,36,288,1
36251,36,1031,1
36276,36,290,1
36291,36,291,1
36307,36,1150,1
36342,36,1044,1
36361,36,47570,1
36391,36,294,1
36411,36,295,1
36426,36,297,1
36461,36,1386,1
36476,36,299,1
36501,36,1129,1
36511,36,300,1
36536,36,301,1
36562,36,1294,1
36571,36,1268,1
36581,36,1466,1
36591,36,304,1
36596,36,1274,1
36611,36,1034,1
36641,36,303,1
36667,36,47597,1
36676,36,307,1
36716,36,1295,1
36726,36,1269,1
36766,36,1634,1
36781,36,310,1
36821,36,312,1
36836,36,1607,1
36846,36,47598,1
40041,40,314,1
40046,40,315,1
40061,40,316,1
40066,40,1173,1
40076,40,1421,1
40081,40,1635,1
40091,40,1331,1
40126,40,1170,1
40136,40,1011,1
40181,40,1388,1
40191,40,318,1
40201,40,47629,1
40221,40,320,1
40231,40,1530,1
40241,40,1012,1
40251,40,1013,1
40281,40,322,1
40311,40,1245,1
40326,40,323,1
40336,40,47646,1
40341,40,324,1
40391,40,911,1
40406,40,325,1
40426,40,1014,1
41011,41,326,1
41076,41,1015,1
41091,41,329,1
41116,41,1221,1
41141,41,331,1
41166,41,47690,1
41171,41,1333,1
41181,41,1334,1
41211,41,1016,1
41241,41,334,1
41247,41,1605,1
41271,41,335,1
41277,41,47615,1
41311,41,337,1
41331,41,338,1
41356,41,339,1
41361,41,1018,1
41371,41,340,1
41376,41,341,1
42046,42,1222,1
42091,42,1019,1
42106,42,1174,1
42121,42,343,1
42146,42,346,1
42186,42,1020,1
42221,42,348,1
42241,42,349,1
42251,42,47624,1
42261,42,1259,1
42266,42,351,1
42286,42,353,1
42302,42,1021,1
42326,42,354,1
42341,42,355,1
42366,42,356,1
42396,42,1223,1
43051,43,1009,1
43056,43,47626,1
43091,43,1182,1
43121,43,1069,1
43126,43,359,1
43151,43,1000,1
43156,43,47641,1
43157,43,1159,1
43162,43,1497,1
43171,43,1232,1
43231,43,362,1
43241,43,363,1
43256,43,364,1
43266,43,1070,1
44046,44,365,1
44051,44,1180,1
44056,44,1001,1
44076,44,1002,1
44112,44,366,1
44116,44,1133,1
44126,44,368,1
44132,44,47662,1
44132,44,47662,1
44136,44,370,1
44166,44,371,1
44172,44,47675,1
44173,44,1467,1
44207,44,1522,1
44216,44,1523,1
44226,44,47677,1
44228,44,1506,1
44262,44,1468,1
44263,44,47678,1
44263,44,47678,1
44301,44,47971,1
44316,44,1595,1
44356,44,47991,1
50066,50,47639,1
45061,45,376,1
45081,45,375,1
45086,45,377,1
45106,45,1236,1
45116,45,916,1
45121,45,378,1
45147,45,47648,1
45181,45,1003,1
45212,45,47682,1
45261,45,381,1
45282,45,382,1
45291,45,1238,1
45326,45,1241,1
45331,45,1004,1
45346,45,383,1
45361,45,384,1
45371,45,47674,1
45401,45,47672,1
46001,46,387,1
46046,46,1005,1
46061,46,1006,1
46076,46,1096,1
46091,46,388,1
46106,46,47670,1
46136,46,1007,1
46141,46,1443,1
46161,46,390,1
46166,46,1008,1
46211,46,392,1
48031,48,393,1
48061,48,394,1
48066,48,395,1
48097,48,1411,1
48141,48,396,1
48146,48,1162,1
48156,48,47610,1
48172,48,398,1
48191,48,399,1
48196,48,400,1
48216,48,992,1
48247,48,1360,1
48256,48,402,1
48296,48,404,1
48321,48,993,1
48331,48,47622,1
48346,48,994,1
48361,48,47618,1
48363,48,1529,1
48371,48,407,1
48381,48,1300,1
48386,48,408,1
48436,48,1550,1
48466,48,1312,1
48491,48,47620,1
48491,48,47620,1
48516,48,1549,1
48531,48,1314,1
48541,48,413,1
48546,48,1319,1
48556,48,1551,1
48561,48,414,1
48571,48,415,1
48601,48,416,1
48606,48,417,1
48621,48,1445,1
48681,48,420,1
48691,48,1397,1
48716,48,422,1
48717,48,1022,1
48731,48,424,1
48737,48,1394,1
48767,48,47637,1
48826,48,1317,1
48836,48,1339,1
48841,48,1323,1
49036,49,1023,1
49052,49,1599,1
49086,49,1024,1
49142,49,47638,1
49151,49,433,1
49161,49,434,1
49171,49,1165,1
49186,49,435,1
49196,49,436,1
49236,49,1234,1
49251,49,47640,1
49256,49,438,1
49316,49,439,1
50056,50,440,1
50106,50,1338,1
50111,50,1114,1
50136,50,441,1
50196,50,442,1
50206,50,47657,1
50226,50,986,1
50231,50,444,1
50241,50,445,1
50247,50,1440,1
50261,50,1243,1
50281,50,47668,1
50296,50,1105,1
50317,50,448,1
50331,50,47656,1
50371,50,988,1
50386,50,451,1
50391,50,1393,1
50416,50,987,1
50426,50,453,1
50427,50,454,1
50456,50,47654,1
50466,50,989,1
50476,50,1335,1
50477,50,1601,1
50491,50,456,1
50506,50,457,1
50536,50,1244,1
50551,50,47655,1
50561,50,47666,1
51011,51,460,1
51031,51,1346,1
51056,51,1166,1
51071,51,982,1
51077,51,462,1
51096,51,983,1
51106,51,47636,1
51116,51,464,1
51161,51,465,1
51192,51,1576,1
51226,51,467,1
51241,51,468,1
51247,51,1541,1
51261,51,1555,1
51271,51,469,1
51281,51,1344,1
51311,51,984,1
51331,51,470,1
51346,51,47653,1
51356,51,472,1
52041,52,1308,1
52051,52,473,1
52081,52,1306,1
52111,52,1061,1
52131,52,1387,1
52137,52,1437,1
52146,52,47617,1
52152,52,1438,1
52173,52,1436,1
52181,52,1305,1
52192,52,480,1
52196,52,1311,1
52221,52,1299,1
52286,52,483,1
52321,52,1577,1
52331,52,485,1
52346,52,1066,1
52381,52,486,1
52406,52,487,1
52421,52,1384,1
52461,52,1057,1
52476,52,490,1
52482,52,1313,1
52511,52,1301,1
52536,52,491,1
52556,52,493,1
52557,52,494,1
52571,52,495,1
52581,52,496,1
52586,52,47632,1
52606,52,1058,1
52641,52,1059,1
53016,53,499,1
53041,53,500,1
53061,53,47684,1
53091,53,503,1
53112,53,47649,1
53121,53,505,1
53132,53,47651,1
53141,53,507,1
53151,53,1356,1
53196,53,509,1
53231,53,510,1
53257,53,1230,1
53287,53,511,1
53296,53,1258,1
53307,53,1381,1
53321,53,1255,1
53326,53,1349,1
53378,53,47663,1
53401,53,1532,1
53416,53,1423,1
54011,54,995,1
54041,54,1315,1
54056,54,1256,1
54086,54,515,1
54097,54,1369,1
54157,54,47602,1
54166,54,518,1
54167,54,1514,1
54181,54,1318,1
54191,54,1060,1
54232,54,47604,1
54232,54,47604,1
54236,54,1469,1
54271,54,996,1
54296,54,521,1
54311,54,1111,1
54341,54,522,1
54387,54,524,1
54396,54,525,1
54406,54,526,1
54421,54,527,1
54462,54,1398,1
54472,54,1444,1
54501,54,529,1
54506,54,530,1
54541,54,532,1
54566,54,997,1
54586,54,1302,1
54606,54,1154,1
54616,54,534,1
54621,54,1370,1
54651,54,47612,1
54661,54,536,1
54666,54,1426,1
54671,54,1155,1
54676,54,537,1
54711,54,539,1
54721,54,540,1
54737,54,1427,1
54761,54,1395,1
54816,54,998,1
54836,54,543,1
54841,54,544,1
54876,54,1297,1
54892,54,1424,1
55021,55,546,1
55041,55,1309,1
55056,55,547,1
55063,55,1412,1
55091,55,47606,1
55102,55,47607,1
55141,55,552,1
55151,55,1533,1
55156,55,1414,1
55166,55,553,1
55191,55,554,1
55206,55,555,1
55217,55,1621,1
55252,55,1553,1
55267,55,1455,1
56036,56,560,1
56052,56,47600,1
56081,56,562,1
56093,56,1544,1
56116,56,564,1
56146,56,565,1
56176,56,566,1
56186,56,567,1
56192,56,1545,1
56227,56,47605,1
56232,56,570,1
56276,56,1324,1
56286,56,973,1
56301,56,571,1
56346,56,1171,1
57001,57,1071,1
57026,57,1537,1
57051,57,1316,1
57066,57,47616,1
57071,57,974,1
57082,57,1226,1
57106,57,1565,1
57121,57,573,1
57176,57,1382,1
57206,57,577,1
57248,57,47631,1
57286,57,1010,1
57311,57,1454,1
57317,57,579,1
60026,60,1087,1
60051,60,580,1
60061,60,976,1
60081,60,1578,1
60102,60,1524,1
60116,60,1083,1
60131,60,47761,1
60161,60,584,1
60196,60,963,1
60216,60,586,1
60226,60,964,1
60236,60,587,1
61001,61,965,1
61031,61,588,1
61076,61,589,1
61111,61,47750,1
61132,61,1379,1
61151,61,1160,1
61187,61,593,1
61191,61,1380,1
61192,61,1383,1
61201,61,966,1
61206,61,1303,1
61241,61,1378,1
61242,61,596,1
61251,61,928,1
61286,61,47759,1
61286,61,47759,1
61306,61,1025,1
61326,61,598,1
62016,62,600,1
62037,62,1602,1
62046,62,1065,1
62051,62,602,1
62078,62,47772,1
62078,62,47772,1
62081,62,604,1
62091,62,1062,1
62096,62,1470,1
62101,62,1471,1
62111,62,605,1
62131,62,606,1
63016,63,607,1
63032,63,608,1
63051,63,47747,1
63071,63,977,1
63111,63,967,1
63116,63,611,1
63121,63,612,1
63201,63,613,1
63216,63,614,1
63241,63,617,1
63251,63,615,1
63321,63,968,1
63331,63,956,1
63346,63,618,1
63366,63,619,1
63383,63,47769,1
63411,63,969,1
63461,63,1227,1
63477,63,1588,1
63491,63,624,1
63496,63,625,1
63517,63,1587,1
63518,63,47770,1
63518,63,47770,1
63551,63,970,1
63576,63,47776,1
63588,63,1337,1
64036,64,47780,1
64041,64,630,1
64056,64,631,1
64076,64,632,1
64091,64,1376,1
64101,64,633,1
64127,64,635,1
64136,64,1439,1
64161,64,1619,1
64206,64,957,1
64227,64,1228,1
64261,64,641,1
65021,65,642,1
65026,65,1342,1
65036,65,1457,1
65042,65,47777,1
65061,65,645,1
65106,65,978,1
65121,65,1063,1
65127,65,646,1
65162,65,1089,1
65201,65,1485,1
65226,65,1074,1
65256,65,971,1
65276,65,649,1
65288,65,1589,1
65306,65,1347,1
65311,65,1172,1
65321,65,651,1
65356,65,47778,1
66046,66,1328,1
66056,66,1371,1
66091,66,1330,1
66112,66,1584,1
66127,66,1140,1
66136,66,655,1
66171,66,656,1
66186,66,47756,1
66221,66,658,1
66226,66,929,1
66237,66,1618,1
66251,66,660,1
66276,66,661,1
66287,66,1585,1
66296,66,663,1
66306,66,664,1
66336,66,930,1
66346,66,1531,1
66381,66,665,1
66391,66,666,1
66408,66,47768,1
66421,66,668,1
66446,66,669,1
66481,66,919,1
66501,66,670,1
67016,67,947,1
67026,67,671,1
67052,67,1582,1
67106,67,674,1
67116,67,675,1
67126,67,948,1
67136,67,1262,1
67151,67,676,1
67161,67,1583,1
67191,67,1325,1
67211,67,1257,1
67212,67,677,1
67217,67,1579,1
67231,67,949,1
67251,67,679,1
67271,67,680,1
67292,67,950,1
67306,67,1603,1
67316,67,681,1
67326,67,951,1
67351,67,1575,1
67371,67,1163,1
67376,67,683,1
67386,67,1472,1
67401,67,47767,1
67421,67,1326,1
67437,67,47765,1
67461,67,686,1
67471,67,687,1
67496,67,688,1
67511,67,47766,1
67566,67,690,1
67576,67,1606,1
68022,68,47740,1
68046,68,1473,1
68056,68,1307,1
68091,68,693,1
68121,68,694,1
68132,68,47741,1
68156,68,1310,1
68166,68,696,1
68181,68,1095,1
68206,68,954,1
68246,68,697,1
68261,68,698,1
68276,68,699,1
68286,68,1336,1
68306,68,1320,1
68346,68,1093,1
68351,68,701,1
68376,68,47755,1
68401,68,1094,1
68421,68,703,1
68431,68,1321,1
68436,68,1175,1
68456,68,1474,1
68462,68,704,1
68501,68,1176,1
68516,68,707,1
68541,68,1592,1
69006,69,47742,1
69021,69,1231,1
69041,69,709,1
69052,69,1519,1
69061,69,711,1
69076,69,47744,1
69101,69,713,1
69111,69,1391,1
69122,69,47746,1
69152,69,716,1
69161,69,1177,1
69181,69,1385,1
69196,69,1178,1
69222,69,1389,1
69246,69,718,1
69271,69,1304,1
71066,71,720,1
71087,71,972,1
71106,71,47895,1
71136,71,1327,1
71191,71,1252,1
71211,71,1098,1
71231,71,1242,1
71251,71,1352,1
71266,71,724,1
71291,71,1604,1
72061,72,726,1
72086,72,47891,1
72111,72,47890,1
72121,72,729,1
72126,72,1475,1
72146,72,730,1
72161,72,1239,1
72176,71,731,0
73001,73,732,1
73071,73,733,1
73076,73,1077,1
73126,73,958,1
73136,73,734,1
73151,73,735,1
73152,73,1260,1
73166,73,47887,1
73166,73,47887,1
73168,73,1521,1
73231,73,737,1
73247,73,738,1
73256,73,739,1
73271,73,740,1
73276,73,741,1
73306,73,959,1
73321,73,742,1
73341,73,1456,1
73351,73,743,1
73406,73,961,1
73442,73,47892,1
73446,73,1350,1
73516,73,745,1
74056,74,1351,1
74071,74,746,1
74101,74,1179,1
74126,74,747,1
74136,74,1229,1
74151,74,1281,1
74166,74,748,1
74181,74,47893,1
74187,74,1249,1
74188,74,1476,1
74237,74,754,1
74238,74,753,1
74271,74,755,1
74276,74,955,1
74296,74,921,1
74311,74,756,1
74336,74,757,1
74361,74,758,1
74372,74,47899,1
74372,74,47899,1
74381,74,1235,1
74391,74,761,1
74436,74,1233,1
74447,74,47897,1
74456,74,763,1
74506,74,1556,1
74516,74,47898,1
81011,81,765,1
81071,81,47754,1
81116,81,939,1
81141,81,1367,1
81151,81,767,1
81167,81,1100,1
81196,81,769,1
81228,81,1614,1
81231,81,771,1
81266,81,772,1
81271,81,1620,1
81286,81,47784,1
81301,81,1261,1
81321,81,940,1
81371,81,775,1
81386,81,776,1
81397,81,913,1
81428,81,47762,1
81428,81,47762,1
81436,81,778,1
81481,81,942,1
81486,81,779,1
82046,82,943,1
82056,82,780,1
82068,82,1590,1
82096,82,,0
82101,82,782,1
82136,82,47809,1
82171,82,785,1
82182,82,47807,1
82182,82,47807,1
82186,82,1477,1
82191,82,1141,1
82206,82,1046,1
82241,82,1611,1
82261,82,788,1
82272,82,789,1
82306,82,790,1
82316,82,791,1
82317,82,792,1
82331,82,945,1
82361,82,793,1
83021,83,1137,1
83051,83,794,1
83061,83,795,1
83096,83,979,1
83106,83,931,1
83121,83,1237,1
83126,83,796,1
83137,83,47814,1
83191,83,932,1
83201,83,799,1
83216,83,47815,1
83226,83,801,1
83242,83,1554,1
83286,83,933,1
83341,83,805,1
83371,83,806,1
83401,83,808,1
83431,83,1142,1
83476,83,810,1
84012,84,1453,1
84072,84,47800,1
84076,84,1538,1
84121,84,1144,1
84122,84,1478,1
84171,84,47805,1
84183,84,814,1
84236,84,1535,1
84266,84,47812,1
84286,84,1536,1
84341,84,1138,1
84356,84,817,1
84361,84,818,1
84371,84,1084,1
84441,84,820,1
84496,84,47817,1
84519,84,47818,1
84519,84,47818,1
84523,84,962,1
84536,84,47843,1
84537,84,1479,1
84561,84,922,1
84596,84,1441,1
85033,85,1610,1
85046,85,1616,1
85106,85,1612,1
85116,85,1075,1
85142,85,47813,1
85161,85,830,1
85166,85,829,1
85176,85,1480,1
86006,86,832,1
86066,86,833,1
86086,86,834,1
86101,86,835,1
86111,86,1240,1
86141,86,47819,1
86146,86,923,1
86156,86,47821,0
86161,86,840,1
86181,86,1580,1
86197,86,1613,1
86216,86,1081,1
86236,86,842,1
86271,86,843,1
86316,86,845,1
86336,86,846,1
86351,86,1368,1
86396,86,946,1
86407,86,1435,1
86451,86,924,1
86461,86,1581,1
86467,86,47824,1
86477,86,926,1
86478,86,925,1
86481,86,1086,1
86491,86,47838,1
87041,87,852,1
87066,87,1135,1
87071,87,1348,1
87086,87,1609,1
87127,87,1343,1
87136,87,1432,1
87141,87,47822,1
87156,87,,0
87181,87,857,1
87206,87,1353,1
87231,87,1345,1
87251,87,1608,1
87292,87,859,1
87301,87,860,1
87331,87,861,1
87346,87,862,1
87352,87,863,1
87356,87,1623,1
87361,87,864,1
87371,87,865,1
87376,87,47830,1
87391,87,1624,1
87411,87,868,1
87412,87,1481,1
87426,87,47829,1
87461,87,1164,1
87492,87,47835,1
87492,87,47835,1
87501,87,872,1
88061,88,47823,1
88066,88,934,1
88081,88,875,1
88101,88,877,1
88107,88,878,1
88131,88,879,1
88151,88,880,1
88166,88,881,1
88176,88,1625,1
88211,88,882,1
88261,88,883,1
88286,88,935,1
88317,88,47827,1
88331,88,1146,1
88341,88,1149,1
88371,88,887,1
88392,88,888,1
88406,88,936,1
88432,88,890,1
88442,88,937,1
88447,88,1181,1
88466,88,47831,1
88486,88,893,1
88506,88,895,1
88536,88,1136,1
88551,88,1161,1
88612,88,47837,1
88621,88,897,1
88666,88,898,1
88686,88,47836,1
88706,88,899,1
88736,88,1540,1
88821,88,1520,1
88836,88,47909,1
88851,88,1296,1
88901,88,980,1
88931,88,1542,1
88956,88,1139,1
88971,88,47942,1
88986,88,1277,1
91011,91,1147,1
91021,91,901,1
91046,91,1586,1
91066,91,1373,1
91081,91,1374,1
91096,91,1515,1
91107,91,47940,1
91121,91,906,1
91141,91,1534,1
91146,91,47929,1
91161,91,907,1
91166,91,1596,1
91181,91,1152,1
91197,91,47936,1
91216,91,1516,1
91236,91,1482,1
91241,91,909,1
92006,91,1517,1
92011,91,47945,1
92012,91,1518,1
93012,91,1490,1
93041,91,47927,1
93042,91,1483,1
93051,91,1248,1
93062,91,1491,1
94001,91,1145,1
94011,91,1493,1
94017,91,47912,1
94036,91,1250,1
94062,91,47917,1
94081,91,47918,1
94082,91,1484,1
94101,91,1251,1
94116,91,1354,1
94121,91,1494,1
11900,11,1285,1
11903,11,47401,1
11904,11,1528,1
11905,11,1203,1
11910,11,1054,1
11915,11,1051,1
11917,11,47402,1
11920,11,5,1
12900,12,6,1
12905,12,1197,1
12910,12,8,1
12915,12,1055,1
12920,12,15,1
12925,12,10,1
12927,12,47407,1
12930,12,1049,1
12932,12,1458,1
12935,12,1052,1
12940,12,21,1
12945,12,1188,1
12950,12,1189,1
15900,12,1279,1
15905,12,1053,1
13900,13,24,1
13905,13,1216,1
13907,13,47404,1
13910,13,1112,1
13915,13,47406,1
13920,13,1218,1
14900,14,1194,1
14905,14,1085,1
14910,14,30,1
14913,14,47412,1
14915,14,34,1
14920,14,35,1
14923,14,1459,1
15910,15,39,1
15915,15,43,1
15920,15,44,1
15923,15,47413,1
15925,15,49,1
15930,15,41,1
16900,16,1091,1
16903,16,47411,1
16905,16,52,1
16910,16,54,1
16915,16,55,1
16917,16,47433,1
16918,16,47421,1
16920,16,60,1
16925,16,61,1
17900,17,1073,1
17903,17,47405,1
17904,17,47435,1
17905,17,66,1
17910,17,69,1
17915,17,70,1
17917,17,47409,1
17925,17,74,1
17930,17,77,1
17935,17,981,1
17940,17,76,1
17950,17,82,1
17955,17,1092,1
17960,17,1487,1
17965,17,1460,1
18910,18,86,1
18915,18,88,1
18917,18,47420,1
18920,18,1196,1
18925,18,84,1
18930,18,1489,1
19900,19,90,1
19910,19,91,1
19915,19,93,1
19920,19,1186,1
19925,19,95,1
19930,19,1192,1
19935,19,1461,1
19940,19,98,1
19950,19,47418,1
20900,20,101,1
20910,20,103,1
20920,20,107,1
20930,20,113,1
20935,20,112,1
20940,20,115,1
20943,20,47417,1
20945,20,118,1
20950,20,1210,1
20955,20,1510,1
20960,20,121,1
20965,20,47440,1
21900,21,123,1
21905,21,125,1
21910,21,1067,1
21913,21,47424,1
21915,21,128,1
21920,21,130,1
21925,21,134,1
21930,21,47423,1
22900,22,1202,1
22906,22,1430,1
22910,22,1288,1
22913,22,47426,1
22915,22,1276,1
22920,22,140,1
23900,23,143,1
23905,23,144,1
23910,23,146,1
23915,23,47430,1
23920,23,1265,1
23925,23,145,1
23930,23,1462,1
24905,23,155,1
24900,24,154,1
24910,24,1200,1
24915,24,47428,1
31900,31,1041,1
31903,31,47576,1
31905,31,1026,1
31910,31,164,1
31913,31,47575,1
31916,31,162,1
31920,31,166,1
31923,31,47574,1
31925,31,1079,1
31935,31,175,1
31940,31,1124,1
31945,31,163,1
31950,31,172,1
31953,31,47581,1
31955,31,179,1
32900,32,183,1
32905,32,184,1
32910,32,185,1
32915,32,188,1
32920,32,1131,1
32927,32,47582,1
32930,32,193,1
32935,32,1050,1
32940,32,196,1
32945,32,198,1
32950,32,200,1
32955,32,204,1
32960,32,202,1
33905,33,207,1
33910,33,214,1
33915,33,1215,1
33920,33,211,1
33925,33,221,1
33927,33,47584,1
33930,33,231,1
33933,33,47585,1
33935,33,229,1
33940,33,230,1
